Member1,Material1,Section1,Area1,Orientation1,Member2,Material2,Section2,Area2,Orientation2,Angle,Fx1,Fy1,Fz1,Mx1,My1,Mz1,Fx2,Fy2,Fz2,Mx2,My2,Mz2,Output
1.0,355.0,I,112.0,Z,99.0,275.0,H,11.0,Y,90.0,-37.17,-0.11,-0.16,0.0,-0.04,0.05,-0.06,0.22,0.0,0.0,0.0,0.14,1.0
2.0,355.0,I,112.0,Z,99.0,275.0,H,11.0,Y,90.0,-53.96,0.03,-0.05,0.0,-0.01,-0.01,-0.06,-0.22,0.0,0.0,0.0,0.15,1.0
2.0,355.0,I,112.0,Z,100.0,275.0,H,11.0,Y,90.0,-53.96,0.03,-0.05,0.0,-0.01,-0.01,-0.02,0.22,0.0,0.0,0.0,0.15,1.0
2.0,355.0,I,112.0,Z,144.0,235.0,S,27.0,YZ,129.52263127117112,-53.96,0.03,-0.05,0.0,-0.01,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,7.0
3.0,355.0,I,112.0,Z,100.0,275.0,H,11.0,Y,90.0,-53.13,0.01,-0.05,0.0,-0.01,0.0,-0.02,-0.22,0.0,0.0,0.0,0.15,1.0
3.0,355.0,I,112.0,Z,101.0,275.0,H,11.0,Y,90.0,-53.13,0.01,-0.05,0.0,-0.01,0.0,-0.01,0.22,0.0,0.0,0.0,0.15,1.0
4.0,355.0,I,112.0,Z,101.0,275.0,H,11.0,Y,90.0,-56.0,-0.01,-0.1,0.0,-0.02,0.0,-0.01,-0.22,0.0,0.0,0.0,0.15,1.0
4.0,355.0,I,112.0,Z,102.0,275.0,H,11.0,Y,90.0,-56.0,-0.01,-0.1,0.0,-0.02,0.0,-0.02,0.22,0.0,0.0,0.0,0.15,1.0
4.0,355.0,I,112.0,Z,483.0,235.0,S,27.0,YZ,129.52263127117112,-56.0,-0.01,-0.1,0.0,-0.02,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
5.0,355.0,I,112.0,Z,102.0,275.0,H,11.0,Y,90.0,-47.61,-0.03,-0.03,0.0,0.0,0.01,-0.02,-0.22,0.0,0.0,0.0,0.15,1.0
5.0,355.0,I,112.0,Z,103.0,275.0,H,11.0,Y,90.0,-47.61,-0.03,-0.03,0.0,0.0,0.01,-0.06,0.22,0.0,0.0,0.0,0.15,1.0
6.0,355.0,I,112.0,Z,103.0,275.0,H,11.0,Y,90.0,-34.15,0.11,-0.16,0.0,-0.05,-0.05,-0.06,-0.22,0.0,0.0,0.0,0.14,1.0
7.0,355.0,I,112.0,Z,109.0,275.0,H,18.0,Y,90.0,-45.5,-0.2,-0.16,0.0,-0.04,0.09,-0.13,0.34,0.0,0.0,0.0,0.22,1.0
8.0,355.0,I,131.0,Z,109.0,275.0,H,18.0,Y,90.0,-16.18,0.07,-0.09,0.0,-0.02,-0.03,-0.13,-0.35,0.0,0.0,0.0,0.24,1.0
8.0,355.0,I,131.0,Z,110.0,275.0,H,18.0,Y,90.0,-16.18,0.07,-0.09,0.0,-0.02,-0.03,-0.05,0.35,0.0,0.0,0.0,0.23,1.0
8.0,355.0,I,131.0,Z,146.0,235.0,S,27.0,YZ,129.52263127117112,-16.18,0.07,-0.09,0.0,-0.02,-0.03,1.0,1.0,1.0,1.0,1.0,1.0,7.0
9.0,355.0,I,131.0,Z,110.0,275.0,H,18.0,Y,90.0,-17.47,0.02,-0.08,0.0,-0.02,-0.01,-0.05,-0.35,0.0,0.0,0.0,0.23,1.0
9.0,355.0,I,131.0,Z,111.0,275.0,H,18.0,Y,90.0,-17.47,0.02,-0.08,0.0,-0.02,-0.01,-0.04,0.35,0.0,0.0,0.0,0.23,1.0
10.0,355.0,I,131.0,Z,111.0,275.0,H,18.0,Y,90.0,-16.15,-0.01,-0.13,0.0,-0.04,0.01,-0.04,-0.35,0.0,0.0,0.0,0.23,1.0
10.0,355.0,I,131.0,Z,112.0,275.0,H,18.0,Y,90.0,-16.15,-0.01,-0.13,0.0,-0.04,0.01,-0.05,0.35,0.0,0.0,0.0,0.23,1.0
10.0,355.0,I,131.0,Z,495.0,235.0,S,27.0,YZ,129.52263127117112,-16.15,-0.01,-0.13,0.0,-0.04,0.01,1.0,1.0,1.0,1.0,1.0,1.0,7.0
11.0,355.0,I,131.0,Z,112.0,275.0,H,18.0,Y,90.0,-14.78,-0.06,-0.06,0.0,-0.02,0.03,-0.05,-0.35,0.0,0.0,0.0,0.23,1.0
11.0,355.0,I,131.0,Z,113.0,275.0,H,18.0,Y,90.0,-14.78,-0.06,-0.06,0.0,-0.02,0.03,-0.13,0.35,0.0,0.0,0.0,0.24,1.0
12.0,355.0,I,112.0,Z,113.0,275.0,H,18.0,Y,90.0,-61.18,0.2,-0.16,0.0,-0.04,-0.09,-0.13,-0.34,0.0,0.0,0.0,0.22,1.0
13.0,355.0,I,112.0,Z,104.0,275.0,H,11.0,Y,90.0,-35.64,-0.11,-0.14,0.0,-0.03,0.05,-0.06,0.22,0.0,0.0,0.0,0.14,1.0
14.0,355.0,I,112.0,Z,104.0,275.0,H,11.0,Y,90.0,-53.28,0.03,-0.13,0.0,-0.04,-0.01,-0.06,-0.22,0.0,0.0,0.0,0.15,1.0
14.0,355.0,I,112.0,Z,105.0,275.0,H,11.0,Y,90.0,-53.28,0.03,-0.13,0.0,-0.04,-0.01,-0.02,0.22,0.0,0.0,0.0,0.14,1.0
14.0,355.0,I,112.0,Z,148.0,235.0,S,27.0,YZ,129.52263127117112,-53.28,0.03,-0.13,0.0,-0.04,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,7.0
15.0,355.0,I,112.0,Z,105.0,275.0,H,11.0,Y,90.0,-53.84,0.01,-0.12,0.0,-0.04,0.0,-0.02,-0.22,0.0,0.0,0.0,0.15,1.0
15.0,355.0,I,112.0,Z,106.0,275.0,H,11.0,Y,90.0,-53.84,0.01,-0.12,0.0,-0.04,0.0,-0.01,0.22,0.0,0.0,0.0,0.15,1.0
16.0,355.0,I,112.0,Z,106.0,275.0,H,11.0,Y,90.0,-51.64,-0.01,-0.17,0.0,-0.05,0.0,-0.01,-0.22,0.0,0.0,0.0,0.15,1.0
16.0,355.0,I,112.0,Z,107.0,275.0,H,11.0,Y,90.0,-51.64,-0.01,-0.17,0.0,-0.05,0.0,-0.02,0.22,0.0,0.0,0.0,0.15,1.0
16.0,355.0,I,112.0,Z,489.0,235.0,S,27.0,YZ,129.52263127117112,-51.64,-0.01,-0.17,0.0,-0.05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
17.0,355.0,I,112.0,Z,107.0,275.0,H,11.0,Y,90.0,-52.14,-0.03,-0.1,0.0,-0.03,0.02,-0.02,-0.22,0.0,0.0,0.0,0.15,1.0
17.0,355.0,I,112.0,Z,108.0,275.0,H,11.0,Y,90.0,-52.14,-0.03,-0.1,0.0,-0.03,0.02,-0.06,0.22,0.0,0.0,0.0,0.15,1.0
18.0,355.0,I,112.0,Z,108.0,275.0,H,11.0,Y,90.0,-54.03,0.11,-0.16,0.0,-0.04,-0.05,-0.06,-0.22,0.0,0.0,0.0,0.14,1.0
81.0,355.0,I,112.0,Z,19.0,235.0,I,46.0,Z,180.0,-22.55,-0.07,-0.36,0.0,0.17,-0.01,-22.55,-0.07,-0.36,0.0,0.17,-0.01,2.0
19.0,235.0,I,46.0,Z,232.0,275.0,H,11.0,Y,90.0,-22.27,-0.07,-0.36,0.0,0.09,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,2.0
19.0,235.0,I,46.0,Z,260.0,275.0,H,11.0,X,90.0,-22.27,-0.07,-0.36,0.0,0.09,0.0,-0.28,0.0,0.0,0.0,0.0,0.0,2.0
19.0,235.0,I,46.0,Z,499.0,235.0,S,8.0,XZ,122.00538320808347,-22.27,-0.07,-0.36,0.0,0.09,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
82.0,355.0,I,112.0,Z,20.0,235.0,I,76.0,Z,180.0,-37.91,0.02,-0.25,0.0,0.33,0.0,-37.91,0.02,-0.25,0.0,0.33,0.0,2.0
20.0,235.0,I,76.0,Z,232.0,275.0,H,11.0,Y,90.0,-37.55,0.02,-0.25,0.0,0.27,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,2.0
20.0,235.0,I,76.0,Z,233.0,275.0,H,11.0,Y,90.0,-37.55,0.02,-0.25,0.0,0.27,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,2.0
20.0,235.0,I,76.0,Z,467.0,235.0,S,15.0,YZ,122.00538320808347,-37.55,0.02,-0.25,0.0,0.27,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
83.0,355.0,I,112.0,Z,21.0,235.0,I,76.0,Z,180.0,-35.73,0.0,-0.2,0.0,0.31,0.0,-35.73,0.0,-0.2,0.0,0.31,0.0,2.0
21.0,235.0,I,76.0,Z,233.0,275.0,H,11.0,Y,90.0,-35.38,0.0,-0.2,0.0,0.26,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,2.0
21.0,235.0,I,76.0,Z,234.0,275.0,H,11.0,Y,90.0,-35.38,0.0,-0.2,0.0,0.26,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,2.0
84.0,355.0,I,112.0,Z,22.0,235.0,I,76.0,Z,180.0,-39.81,-0.01,-0.35,0.0,0.42,0.0,-39.81,-0.01,-0.35,0.0,0.42,0.0,2.0
22.0,235.0,I,76.0,Z,234.0,275.0,H,11.0,Y,90.0,-39.45,-0.01,-0.35,0.0,0.34,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,2.0
22.0,235.0,I,76.0,Z,235.0,275.0,H,11.0,Y,90.0,-39.45,-0.01,-0.35,0.0,0.34,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,2.0
22.0,235.0,I,76.0,Z,485.0,235.0,S,15.0,YZ,122.00538320808347,-39.45,-0.01,-0.35,0.0,0.34,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
85.0,355.0,I,112.0,Z,23.0,235.0,I,76.0,Z,180.0,-32.93,-0.02,-0.15,0.0,0.25,0.0,-32.93,-0.02,-0.15,0.0,0.25,0.0,2.0
23.0,235.0,I,76.0,Z,235.0,275.0,H,11.0,Y,90.0,-32.57,-0.02,-0.15,0.0,0.21,0.01,-0.04,0.0,0.0,0.0,0.0,0.0,2.0
23.0,235.0,I,76.0,Z,236.0,275.0,H,11.0,Y,90.0,-32.57,-0.02,-0.15,0.0,0.21,0.01,-0.07,0.0,0.0,0.0,0.0,0.0,2.0
86.0,355.0,I,112.0,Z,24.0,235.0,I,46.0,Z,180.0,-19.49,0.07,-0.4,0.0,0.15,0.02,-19.49,0.07,-0.4,0.0,0.15,0.02,2.0
24.0,235.0,I,46.0,Z,236.0,275.0,H,11.0,Y,90.0,-19.2,0.07,-0.4,0.0,0.06,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,2.0
24.0,235.0,I,46.0,Z,262.0,275.0,H,11.0,X,90.0,-19.2,0.07,-0.4,0.0,0.06,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,2.0
24.0,235.0,I,46.0,Z,438.0,235.0,S,8.0,XZ,122.00538320808347,-19.2,0.07,-0.4,0.0,0.06,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
87.0,355.0,I,112.0,Z,25.0,235.0,I,46.0,Z,180.0,-21.93,-0.07,-0.02,0.0,0.11,-0.02,-21.93,-0.07,-0.02,0.0,0.11,-0.02,2.0
25.0,235.0,I,46.0,Z,255.0,275.0,H,11.0,Y,90.0,-21.65,-0.07,-0.02,0.0,0.1,-0.01,-0.07,0.0,0.0,0.0,0.0,0.0,2.0
25.0,235.0,I,46.0,Z,261.0,275.0,H,11.0,X,90.0,-21.65,-0.07,-0.02,0.0,0.1,-0.01,-0.33,0.0,0.0,0.0,0.0,0.0,2.0
25.0,235.0,I,46.0,Z,496.0,235.0,S,8.0,XZ,122.00538320808347,-21.65,-0.07,-0.02,0.0,0.1,-0.01,0.22,0.0,0.0,0.0,0.0,0.0,8.0
88.0,355.0,I,112.0,Z,26.0,235.0,I,76.0,Z,180.0,-37.83,0.03,-0.01,0.0,0.12,0.0,-37.83,0.03,-0.01,0.0,0.12,0.0,2.0
26.0,235.0,I,76.0,Z,255.0,275.0,H,11.0,Y,90.0,-37.47,0.03,-0.01,0.0,0.12,-0.01,-0.07,0.0,0.0,0.0,0.0,0.0,2.0
26.0,235.0,I,76.0,Z,256.0,275.0,H,11.0,Y,90.0,-37.47,0.03,-0.01,0.0,0.12,-0.01,-0.04,0.0,0.0,0.0,0.0,0.0,2.0
26.0,235.0,I,76.0,Z,481.0,235.0,S,15.0,YZ,122.00538320808347,-37.47,0.03,-0.01,0.0,0.12,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,8.0
89.0,355.0,I,112.0,Z,27.0,235.0,I,76.0,Z,180.0,-37.02,0.01,-0.04,0.0,0.19,0.0,-37.02,0.01,-0.04,0.0,0.19,0.0,2.0
27.0,235.0,I,76.0,Z,256.0,275.0,H,11.0,Y,90.0,-36.66,0.01,-0.04,0.0,0.18,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,2.0
27.0,235.0,I,76.0,Z,257.0,275.0,H,11.0,Y,90.0,-36.66,0.01,-0.04,0.0,0.18,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,2.0
90.0,355.0,I,112.0,Z,28.0,235.0,I,76.0,Z,180.0,-36.32,0.0,-0.05,0.0,0.15,0.0,-36.32,0.0,-0.05,0.0,0.15,0.0,2.0
28.0,235.0,I,76.0,Z,257.0,275.0,H,11.0,Y,90.0,-35.96,0.0,-0.05,0.0,0.14,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,2.0
28.0,235.0,I,76.0,Z,258.0,275.0,H,11.0,Y,90.0,-35.96,0.0,-0.05,0.0,0.14,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,2.0
28.0,235.0,I,76.0,Z,490.0,235.0,S,15.0,YZ,122.00538320808347,-35.96,0.0,-0.05,0.0,0.14,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
91.0,355.0,I,112.0,Z,29.0,235.0,I,76.0,Z,180.0,-37.91,-0.02,-0.03,0.0,0.18,0.0,-37.91,-0.02,-0.03,0.0,0.18,0.0,2.0
29.0,235.0,I,76.0,Z,258.0,275.0,H,11.0,Y,90.0,-37.55,-0.02,-0.03,0.0,0.17,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,2.0
29.0,235.0,I,76.0,Z,259.0,275.0,H,11.0,Y,90.0,-37.55,-0.02,-0.03,0.0,0.17,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,2.0
92.0,355.0,I,112.0,Z,30.0,235.0,I,46.0,Z,180.0,-32.33,0.06,-0.06,0.0,0.12,0.01,-32.33,0.06,-0.06,0.0,0.12,0.01,2.0
30.0,235.0,I,46.0,Z,134.0,235.0,I,46.0,X,89.99999999999994,-32.09,0.06,-0.06,0.0,0.11,0.0,-0.28,0.0,-5.29,0.0,0.0,0.0,2.0
30.0,235.0,I,46.0,Z,259.0,275.0,H,11.0,Y,90.0,-32.09,0.06,-0.06,0.0,0.11,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,2.0
30.0,235.0,I,46.0,Z,439.0,235.0,S,8.0,XZ,122.00538320808347,-32.09,0.06,-0.06,0.0,0.11,0.0,0.2,0.0,0.0,0.0,0.0,0.0,8.0
93.0,355.0,I,112.0,Z,31.0,235.0,I,46.0,Z,180.0,-32.02,0.0,-0.08,0.0,0.06,-0.06,-32.02,-0.08,0.0,0.0,-0.03,-0.03,2.0
31.0,235.0,I,46.0,Z,260.0,275.0,H,11.0,X,90.0,-31.74,-0.08,0.0,0.0,-0.03,-0.04,-0.28,0.0,0.0,0.0,0.0,0.0,2.0
31.0,235.0,I,46.0,Z,261.0,275.0,H,11.0,X,90.0,-31.74,-0.08,0.0,0.0,-0.03,-0.04,-0.33,0.0,0.0,0.0,0.0,0.0,2.0
98.0,355.0,I,112.0,Z,32.0,235.0,I,76.0,Z,180.0,-39.78,0.0,-0.02,0.0,0.08,-0.08,-39.78,-0.02,0.0,0.0,0.03,0.03,2.0
32.0,235.0,I,76.0,Z,262.0,275.0,H,11.0,X,90.0,-39.47,-0.02,0.0,0.0,0.03,-0.08,-0.37,0.0,0.0,0.0,0.0,0.0,2.0
32.0,235.0,I,76.0,Z,263.0,235.0,I,46.0,X,89.99999999999994,-39.47,-0.02,0.0,0.0,0.03,-0.08,-0.29,0.0,5.29,0.0,0.0,0.0,2.0
34.0,355.0,I,112.0,Y,33.0,275.0,H,11.0,Z,90.0,-31.97,-0.05,-0.16,0.0,-0.57,0.15,0.0,0.22,0.0,0.0,0.0,-0.07,2.0
35.0,355.0,I,112.0,Y,33.0,275.0,H,11.0,Z,90.0,-46.45,0.0,-0.05,0.0,-0.19,0.14,0.0,-0.22,0.0,0.0,0.0,0.0,2.0
114.0,355.0,I,112.0,Y,33.0,275.0,H,11.0,Z,90.0,-32.19,-0.05,-0.16,0.0,-0.57,0.15,0.0,0.22,0.0,0.0,0.0,0.07,2.0
115.0,355.0,I,112.0,Y,33.0,275.0,H,11.0,Z,90.0,-46.88,-0.01,-0.05,0.0,-0.19,0.14,0.0,-0.22,0.0,0.0,0.0,0.0,2.0
34.0,355.0,I,112.0,Z,169.0,275.0,H,11.0,X,90.0,-31.22,-0.05,-0.16,0.0,-0.66,-0.05,-0.51,0.0,-0.22,0.0,0.0,0.0,10.0
34.0,355.0,I,112.0,Z,218.0,235.0,S,27.0,XZ,124.99202019855865,-31.22,-0.05,-0.16,0.0,-0.66,-0.05,1.0,1.0,1.0,1.0,1.0,1.0,9.0
35.0,355.0,I,112.0,Z,36.0,275.0,H,11.0,Y,90.0,-46.45,0.0,-0.05,0.0,-0.19,0.0,0.0,0.22,0.0,0.0,0.0,0.15,2.0
35.0,355.0,I,112.0,Z,171.0,275.0,H,11.0,X,90.0,-45.51,0.0,-0.05,0.0,-0.21,0.0,-0.98,0.0,-0.22,0.0,0.0,0.0,1.0
35.0,355.0,I,112.0,Z,214.0,235.0,S,15.0,XZ,124.99202019855865,-45.51,0.0,-0.05,0.0,-0.21,0.0,0.65,0.0,0.0,0.0,0.0,0.0,7.0
37.0,355.0,I,112.0,Y,36.0,275.0,H,11.0,Z,90.0,-43.6,0.0,-0.05,0.0,-0.16,0.15,0.0,-0.22,0.0,0.0,0.0,0.0,2.0
115.0,355.0,I,112.0,Y,36.0,275.0,H,11.0,Z,90.0,-46.88,-0.01,-0.05,0.0,-0.19,0.15,0.0,0.22,0.0,0.0,0.0,0.0,2.0
116.0,355.0,I,112.0,Y,36.0,275.0,H,11.0,Z,90.0,-46.73,0.0,-0.05,0.0,-0.16,0.15,0.0,-0.22,0.0,0.0,0.0,0.0,2.0
37.0,355.0,I,112.0,Z,38.0,275.0,H,11.0,Y,90.0,-43.6,0.0,-0.05,0.0,-0.16,0.0,0.0,0.22,0.0,0.0,0.0,0.15,2.0
37.0,355.0,I,112.0,Z,144.0,235.0,S,27.0,YZ,129.52263127117112,-43.6,0.0,-0.05,0.0,-0.16,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
37.0,355.0,I,112.0,Z,155.0,235.0,S,27.0,YZ,50.30732684933119,-43.6,0.0,-0.05,0.0,-0.16,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
37.0,355.0,I,112.0,Z,173.0,275.0,H,11.0,X,90.0,-42.66,0.0,-0.05,0.0,-0.19,0.0,-0.96,0.0,-0.22,0.0,0.0,0.0,1.0
37.0,355.0,I,112.0,Z,210.0,235.0,S,15.0,XZ,124.99202019855865,-42.66,0.0,-0.05,0.0,-0.19,0.0,0.66,0.0,0.0,0.0,0.0,0.0,7.0
37.0,355.0,I,112.0,Z,482.0,235.0,S,27.0,YZ,50.30732684933119,-43.6,0.0,-0.05,0.0,-0.16,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
37.0,355.0,I,112.0,Z,483.0,235.0,S,27.0,YZ,129.52263127117112,-43.6,0.0,-0.05,0.0,-0.16,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
39.0,355.0,I,112.0,Y,38.0,275.0,H,11.0,Z,90.0,-48.49,0.0,-0.1,0.0,-0.34,0.14,0.0,-0.22,0.0,0.0,0.0,0.0,2.0
116.0,355.0,I,112.0,Y,38.0,275.0,H,11.0,Z,90.0,-46.73,0.0,-0.05,0.0,-0.16,0.15,0.0,0.22,0.0,0.0,0.0,0.0,2.0
117.0,355.0,I,112.0,Y,38.0,275.0,H,11.0,Z,90.0,-48.92,0.0,-0.1,0.0,-0.34,0.14,0.0,-0.22,0.0,0.0,0.0,0.0,2.0
39.0,355.0,I,112.0,Z,40.0,275.0,H,11.0,Y,90.0,-48.49,0.0,-0.1,0.0,-0.34,0.0,0.0,0.22,0.0,0.0,0.0,0.14,2.0
39.0,355.0,I,112.0,Z,175.0,275.0,H,11.0,X,90.0,-47.55,0.0,-0.1,0.0,-0.39,0.0,-0.94,0.0,-0.22,0.0,0.0,0.0,1.0
39.0,355.0,I,112.0,Z,206.0,235.0,S,15.0,XZ,124.99202019855865,-47.55,0.0,-0.1,0.0,-0.39,0.0,0.41,0.0,0.0,0.0,0.0,0.0,7.0
41.0,355.0,I,112.0,Y,40.0,275.0,H,11.0,Z,90.0,-40.76,0.0,-0.03,0.0,-0.1,0.15,0.0,-0.22,0.0,0.0,0.0,0.0,2.0
117.0,355.0,I,112.0,Y,40.0,275.0,H,11.0,Z,90.0,-48.92,0.0,-0.1,0.0,-0.34,0.14,0.0,0.22,0.0,0.0,0.0,0.0,2.0
118.0,355.0,I,112.0,Y,40.0,275.0,H,11.0,Z,90.0,-41.2,0.0,-0.03,0.0,-0.1,0.15,0.0,-0.22,0.0,0.0,0.0,0.0,2.0
41.0,355.0,I,112.0,Z,42.0,275.0,H,11.0,Y,90.0,-40.76,0.0,-0.03,0.0,-0.1,0.0,0.0,0.22,0.0,0.0,0.0,0.14,2.0
41.0,355.0,I,112.0,Z,177.0,275.0,H,11.0,X,90.0,-39.82,0.0,-0.03,0.0,-0.12,0.0,-0.93,0.0,-0.22,0.0,0.0,0.0,1.0
41.0,355.0,I,112.0,Z,202.0,235.0,S,15.0,XZ,124.99202019855865,-39.82,0.0,-0.03,0.0,-0.12,0.0,0.72,0.0,0.0,0.0,0.0,0.0,7.0
43.0,355.0,I,112.0,Y,42.0,275.0,H,11.0,Z,90.0,-28.95,0.05,-0.16,0.0,-0.58,0.15,0.0,-0.22,0.0,0.0,0.0,0.07,2.0
118.0,355.0,I,112.0,Y,42.0,275.0,H,11.0,Z,90.0,-41.2,0.0,-0.03,0.0,-0.1,0.14,0.0,0.22,0.0,0.0,0.0,0.0,2.0
119.0,355.0,I,112.0,Y,42.0,275.0,H,11.0,Z,90.0,-29.17,0.05,-0.16,0.0,-0.58,0.15,0.0,-0.22,0.0,0.0,0.0,-0.07,2.0
43.0,355.0,I,112.0,Z,179.0,275.0,H,11.0,X,90.0,-28.2,0.05,-0.16,0.0,-0.66,0.05,-0.51,0.0,-0.22,0.0,0.0,0.0,10.0
43.0,355.0,I,112.0,Z,198.0,235.0,S,27.0,XZ,124.99202019855865,-28.2,0.05,-0.16,0.0,-0.66,0.05,1.0,1.0,1.0,1.0,1.0,1.0,9.0
49.0,355.0,I,112.0,Y,44.0,275.0,H,11.0,Z,90.0,-30.43,-0.05,-0.14,0.0,-0.49,0.15,0.0,0.22,0.0,0.0,0.0,-0.07,2.0
50.0,355.0,I,112.0,Y,44.0,275.0,H,11.0,Z,90.0,-45.77,0.0,-0.13,0.0,-0.46,0.14,0.0,-0.22,0.0,0.0,0.0,0.0,2.0
126.0,355.0,I,112.0,Y,44.0,275.0,H,11.0,Z,90.0,-30.65,-0.05,-0.14,0.0,-0.49,0.15,0.0,0.22,0.0,0.0,0.0,0.08,2.0
127.0,355.0,I,112.0,Y,44.0,275.0,H,11.0,Z,90.0,-46.21,0.0,-0.13,0.0,-0.46,0.14,0.0,-0.22,0.0,0.0,0.0,0.0,2.0
50.0,355.0,I,112.0,Y,45.0,275.0,H,11.0,Z,90.0,-45.77,0.0,-0.13,0.0,-0.46,0.15,0.0,0.22,0.0,0.0,0.0,0.0,2.0
51.0,355.0,I,112.0,Y,45.0,275.0,H,11.0,Z,90.0,-44.31,0.0,-0.12,0.0,-0.43,0.15,0.0,-0.22,0.0,0.0,0.0,0.0,2.0
127.0,355.0,I,112.0,Y,45.0,275.0,H,11.0,Z,90.0,-46.21,0.0,-0.13,0.0,-0.46,0.15,0.0,0.22,0.0,0.0,0.0,0.0,2.0
128.0,355.0,I,112.0,Y,45.0,275.0,H,11.0,Z,90.0,-47.44,0.0,-0.12,0.0,-0.43,0.15,0.0,-0.22,0.0,0.0,0.0,0.0,2.0
51.0,355.0,I,112.0,Y,46.0,275.0,H,11.0,Z,90.0,-44.31,0.0,-0.12,0.0,-0.43,0.14,0.0,0.22,0.0,0.0,0.0,0.0,2.0
52.0,355.0,I,112.0,Y,46.0,275.0,H,11.0,Z,90.0,-44.13,0.0,-0.17,0.0,-0.61,0.15,0.0,-0.22,0.0,0.0,0.0,0.0,2.0
128.0,355.0,I,112.0,Y,46.0,275.0,H,11.0,Z,90.0,-47.44,0.0,-0.12,0.0,-0.43,0.14,0.0,0.22,0.0,0.0,0.0,0.0,2.0
129.0,355.0,I,112.0,Y,46.0,275.0,H,11.0,Z,90.0,-44.57,0.0,-0.17,0.0,-0.61,0.15,0.0,-0.22,0.0,0.0,0.0,0.0,2.0
52.0,355.0,I,112.0,Y,47.0,275.0,H,11.0,Z,90.0,-44.13,0.0,-0.17,0.0,-0.61,0.15,0.0,0.22,0.0,0.0,0.0,0.0,2.0
53.0,355.0,I,112.0,Y,47.0,275.0,H,11.0,Z,90.0,-45.3,0.0,-0.1,0.0,-0.36,0.15,0.0,-0.22,0.0,0.0,0.0,0.0,2.0
129.0,355.0,I,112.0,Y,47.0,275.0,H,11.0,Z,90.0,-44.57,0.0,-0.17,0.0,-0.61,0.15,0.0,0.22,0.0,0.0,0.0,0.0,2.0
130.0,355.0,I,112.0,Y,47.0,275.0,H,11.0,Z,90.0,-45.73,0.01,-0.1,0.0,-0.36,0.15,0.0,-0.22,0.0,0.0,0.0,0.0,2.0
53.0,355.0,I,112.0,Y,48.0,275.0,H,11.0,Z,90.0,-45.3,0.0,-0.1,0.0,-0.36,0.15,0.0,0.22,0.0,0.0,0.0,0.0,2.0
54.0,355.0,I,112.0,Y,48.0,275.0,H,11.0,Z,90.0,-48.83,0.05,-0.15,0.0,-0.55,0.14,0.0,-0.22,0.0,0.0,0.0,0.07,2.0
130.0,355.0,I,112.0,Y,48.0,275.0,H,11.0,Z,90.0,-45.73,0.01,-0.1,0.0,-0.36,0.15,0.0,0.22,0.0,0.0,0.0,0.0,2.0
131.0,355.0,I,112.0,Y,48.0,275.0,H,11.0,Z,90.0,-49.05,0.05,-0.15,0.0,-0.55,0.14,0.0,-0.22,0.0,0.0,0.0,-0.07,2.0
49.0,355.0,I,112.0,Z,168.0,275.0,H,11.0,X,90.0,-29.68,-0.05,-0.14,0.0,-0.57,-0.05,0.36,0.0,0.22,0.0,0.0,0.0,10.0
49.0,355.0,I,112.0,Z,221.0,235.0,S,27.0,XZ,124.99202019855865,-29.68,-0.05,-0.14,0.0,-0.57,-0.05,-0.34,0.0,0.0,0.0,0.0,0.0,9.0
50.0,355.0,I,112.0,Z,170.0,275.0,H,11.0,X,90.0,-44.83,0.0,-0.13,0.0,-0.52,0.0,-1.2,0.0,0.22,0.0,0.0,0.0,1.0
50.0,355.0,I,112.0,Z,217.0,235.0,S,15.0,XZ,124.99202019855865,-44.83,0.0,-0.13,0.0,-0.52,0.0,1.7,0.0,0.0,0.0,0.0,0.0,7.0
