Member1,Material1,Section1,Area1,Orientation1,Member2,Material2,Section2,Area2,Orientation2,Angle,Fx1,Fy1,Fz1,Mx1,My1,Mz1,Fx2,Fy2,Fz2,Mx2,My2,Mz2,Output
302.0,235.0,I,76.0,Y,287.0,275.0,H,11.0,Z,90.0,-28.91,-0.08,0.14,0.0,0.45,0.0,0.01,0.0,0.0,0.0,0.0,-0.01,2.0
303.0,235.0,I,46.0,Y,287.0,275.0,H,11.0,Z,90.0,-20.9,0.01,0.09,0.0,0.08,0.0,0.01,0.0,0.0,0.0,0.0,0.0,2.0
292.0,235.0,I,46.0,Z,367.0,235.0,I,54.0,X,90.0,-14.6,0.02,0.03,0.0,-0.02,-0.01,-0.42,0.03,2.23,0.0,0.0,0.0,2.0
293.0,235.0,I,76.0,Z,468.0,235.0,S,15.0,YZ,122.00538320808352,-28.07,0.02,-0.08,0.0,-0.55,0.01,1.0,1.0,1.0,1.0,1.0,1.0,8.0
293.0,235.0,I,76.0,Z,471.0,235.0,S,8.0,YZ,57.9946167919165,-28.07,0.02,-0.08,0.0,-0.55,0.01,-0.04,0.0,0.0,0.0,0.0,0.0,8.0
295.0,235.0,I,76.0,Z,484.0,235.0,S,15.0,YZ,122.00538320808352,-29.94,0.02,-0.17,0.0,-0.97,0.02,1.0,1.0,1.0,1.0,1.0,1.0,8.0
295.0,235.0,I,76.0,Z,487.0,235.0,S,8.0,YZ,57.9946167919165,-29.94,0.02,-0.17,0.0,-0.97,0.02,1.0,1.0,1.0,1.0,1.0,1.0,8.0
297.0,235.0,I,46.0,Z,381.0,235.0,I,54.0,X,89.9999427041632,-10.71,0.0,-0.07,0.0,-0.45,0.0,-0.38,0.0,1.03,0.0,0.0,0.0,2.0
298.0,235.0,I,46.0,Z,417.0,235.0,I,54.0,X,90.0,-14.15,0.0,0.03,0.0,-0.02,0.0,0.07,0.01,-2.26,0.0,0.0,0.0,2.0
299.0,235.0,I,76.0,Z,477.0,235.0,S,8.0,YZ,57.9946167919165,-27.97,-0.03,0.16,0.0,0.5,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,8.0
299.0,235.0,I,76.0,Z,478.0,235.0,S,15.0,YZ,122.00538320808352,-27.97,-0.03,0.16,0.0,0.5,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,8.0
301.0,235.0,I,76.0,Z,491.0,235.0,S,15.0,YZ,122.00538320808352,-26.46,-0.01,0.12,0.0,0.32,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,8.0
301.0,235.0,I,76.0,Z,492.0,235.0,S,8.0,YZ,57.9946167919165,-26.46,-0.01,0.12,0.0,0.32,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,8.0
304.0,235.0,I,46.0,Z,380.0,235.0,I,54.0,X,90.0,-23.82,0.02,0.0,0.0,-0.02,-0.01,0.09,0.0,1.13,0.0,0.0,0.01,2.0
304.0,235.0,I,46.0,Z,411.0,235.0,I,54.0,X,90.0,-23.82,0.02,0.0,0.0,-0.02,-0.01,-0.45,0.0,-1.13,0.0,0.0,0.01,2.0
305.0,235.0,I,76.0,Z,382.0,235.0,I,54.0,X,90.0,-24.83,-0.32,0.0,0.0,0.01,0.13,-0.78,0.0,7.36,0.0,0.0,0.0,2.0
305.0,235.0,I,76.0,Z,409.0,235.0,I,54.0,X,89.99999535439663,-25.28,-0.32,0.0,0.0,0.01,-0.03,-0.38,0.0,-1.03,0.0,0.0,0.0,2.0
320.0,235.0,I,46.0,Y,306.0,275.0,H,11.0,Z,90.0,-9.35,0.0,0.1,0.0,0.18,0.0,-0.01,0.0,0.0,0.0,0.0,0.01,2.0
321.0,235.0,I,76.0,Y,306.0,275.0,H,11.0,Z,90.0,-19.79,-0.17,-0.02,0.0,0.59,0.0,-0.01,0.0,0.0,0.0,0.0,-0.01,2.0
383.0,235.0,I,46.0,Y,306.0,275.0,H,11.0,Z,90.0,-9.57,-0.01,0.1,0.0,0.18,0.0,-0.01,0.0,0.0,0.0,0.0,0.01,2.0
390.0,235.0,I,76.0,Y,306.0,275.0,H,11.0,Z,90.0,-20.22,0.0,-0.02,0.0,0.59,0.0,-0.01,0.0,0.0,0.0,0.0,-0.01,2.0
321.0,235.0,I,76.0,Y,307.0,275.0,H,11.0,Z,90.0,-19.79,-0.17,-0.02,0.0,0.59,0.0,0.16,0.0,0.0,0.0,0.0,-0.01,2.0
322.0,235.0,I,76.0,Y,307.0,275.0,H,11.0,Z,90.0,-18.39,0.01,-0.06,0.0,0.18,0.0,0.16,0.0,0.0,0.0,0.0,0.03,2.0
390.0,235.0,I,76.0,Y,307.0,275.0,H,11.0,Z,90.0,-20.22,0.0,-0.02,0.0,0.59,0.0,0.16,0.0,0.0,0.0,0.0,-0.01,2.0
392.0,235.0,I,76.0,Y,307.0,275.0,H,11.0,Z,90.0,-19.49,0.0,-0.06,0.0,0.18,0.0,0.16,0.0,0.0,0.0,0.0,0.03,2.0
322.0,235.0,I,76.0,Y,308.0,275.0,H,11.0,Z,90.0,-18.39,0.01,-0.06,0.0,0.18,0.0,0.06,0.0,0.0,0.0,0.0,0.03,2.0
323.0,235.0,I,76.0,Y,308.0,275.0,H,11.0,Z,90.0,-18.97,0.01,-0.18,0.0,0.6,0.0,0.06,0.0,0.0,0.0,0.0,0.04,2.0
392.0,235.0,I,76.0,Y,308.0,275.0,H,11.0,Z,90.0,-19.49,0.0,-0.06,0.0,0.18,0.0,0.06,0.0,0.0,0.0,0.0,0.03,2.0
394.0,235.0,I,76.0,Y,308.0,275.0,H,11.0,Z,90.0,-19.41,-0.03,-0.18,0.0,0.6,0.0,0.06,0.0,0.0,0.0,0.0,0.04,2.0
323.0,235.0,I,76.0,Y,309.0,275.0,H,11.0,Z,90.0,-18.97,0.01,-0.18,0.0,0.6,0.0,0.02,0.0,0.0,0.0,0.0,0.04,2.0
324.0,235.0,I,76.0,Y,309.0,275.0,H,11.0,Z,90.0,-19.82,0.01,0.02,0.0,-0.07,0.0,0.02,0.0,0.0,0.0,0.0,0.03,2.0
394.0,235.0,I,76.0,Y,309.0,275.0,H,11.0,Z,90.0,-19.41,-0.03,-0.18,0.0,0.6,0.0,0.02,0.0,0.0,0.0,0.0,0.04,2.0
396.0,235.0,I,76.0,Y,309.0,275.0,H,11.0,Z,90.0,-20.25,-0.01,0.02,0.0,-0.07,0.0,0.02,0.0,0.0,0.0,0.0,0.03,2.0
324.0,235.0,I,76.0,Y,310.0,275.0,H,11.0,Z,90.0,-19.82,0.01,0.02,0.0,-0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.03,2.0
325.0,235.0,I,46.0,Y,310.0,275.0,H,11.0,Z,90.0,-5.53,0.0,-0.07,0.0,0.23,0.0,0.01,0.0,0.0,0.0,0.0,0.01,2.0
384.0,235.0,I,46.0,Y,310.0,275.0,H,11.0,Z,90.0,-5.75,0.0,-0.07,0.0,0.23,0.0,0.01,0.0,0.0,0.0,0.0,0.01,2.0
396.0,235.0,I,76.0,Y,310.0,275.0,H,11.0,Z,90.0,-20.25,-0.01,0.02,0.0,-0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.03,2.0
326.0,235.0,I,46.0,Y,311.0,275.0,H,11.0,Z,90.0,-9.08,-0.01,0.09,0.0,0.17,0.0,0.01,0.0,0.0,0.0,0.0,-0.01,2.0
327.0,235.0,I,76.0,Y,311.0,275.0,H,11.0,Z,90.0,-19.92,0.19,0.22,0.0,-0.12,0.0,0.01,0.0,0.0,0.0,0.0,0.03,2.0
385.0,235.0,I,46.0,Y,311.0,275.0,H,11.0,Z,90.0,-9.3,0.01,0.09,0.0,0.17,0.0,0.01,0.0,0.0,0.0,0.0,-0.01,2.0
401.0,235.0,I,76.0,Y,311.0,275.0,H,11.0,Z,90.0,-20.36,-0.02,0.22,0.0,-0.12,0.0,0.01,0.0,0.0,0.0,0.0,0.03,2.0
327.0,235.0,I,76.0,Y,312.0,275.0,H,11.0,Z,90.0,-19.92,0.19,0.22,0.0,-0.12,0.0,-0.19,0.0,0.0,0.0,0.0,0.03,2.0
328.0,235.0,I,76.0,Y,312.0,275.0,H,11.0,Z,90.0,-18.39,0.0,0.11,0.0,-0.35,0.0,-0.19,0.0,0.0,0.0,0.0,0.0,2.0
401.0,235.0,I,76.0,Y,312.0,275.0,H,11.0,Z,90.0,-20.36,-0.02,0.22,0.0,-0.12,0.0,-0.19,0.0,0.0,0.0,0.0,0.03,2.0
402.0,235.0,I,76.0,Y,312.0,275.0,H,11.0,Z,90.0,-19.44,-0.02,0.11,0.0,-0.35,0.0,-0.19,0.0,0.0,0.0,0.0,0.0,2.0
328.0,235.0,I,76.0,Y,313.0,275.0,H,11.0,Z,90.0,-18.39,0.0,0.11,0.0,-0.35,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,2.0
329.0,235.0,I,76.0,Y,313.0,275.0,H,11.0,Z,90.0,-19.27,-0.01,0.1,0.0,-0.32,0.0,-0.04,0.0,0.0,0.0,0.0,-0.02,2.0
402.0,235.0,I,76.0,Y,313.0,275.0,H,11.0,Z,90.0,-19.44,-0.02,0.11,0.0,-0.35,0.0,-0.04,0.0,0.0,0.0,0.0,0.0,2.0
403.0,235.0,I,76.0,Y,313.0,275.0,H,11.0,Z,90.0,-19.7,0.01,0.1,0.0,-0.32,0.0,-0.04,0.0,0.0,0.0,0.0,-0.02,2.0
329.0,235.0,I,76.0,Y,314.0,275.0,H,11.0,Z,90.0,-19.27,-0.01,0.1,0.0,-0.32,0.0,-0.03,0.0,0.0,0.0,0.0,-0.02,2.0
330.0,235.0,I,76.0,Y,314.0,275.0,H,11.0,Z,90.0,-20.23,-0.01,0.16,0.0,-0.52,0.0,-0.03,0.0,0.0,0.0,0.0,-0.02,2.0
403.0,235.0,I,76.0,Y,314.0,275.0,H,11.0,Z,90.0,-19.7,0.01,0.1,0.0,-0.32,0.0,-0.03,0.0,0.0,0.0,0.0,-0.02,2.0
404.0,235.0,I,76.0,Y,314.0,275.0,H,11.0,Z,90.0,-20.66,0.02,0.16,0.0,-0.52,0.0,-0.03,0.0,0.0,0.0,0.0,-0.02,2.0
330.0,235.0,I,76.0,Y,315.0,275.0,H,11.0,Z,90.0,-20.23,-0.01,0.16,0.0,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,2.0
331.0,235.0,I,46.0,Y,315.0,275.0,H,11.0,Z,90.0,-9.52,0.0,0.04,0.0,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,2.0
386.0,235.0,I,46.0,Y,315.0,275.0,H,11.0,Z,90.0,-10.14,0.0,-0.13,0.0,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,2.0
404.0,235.0,I,76.0,Y,315.0,275.0,H,11.0,Z,90.0,-20.66,0.02,0.16,0.0,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,2.0
333.0,235.0,I,76.0,X,319.0,275.0,H,11.0,Z,90.0,-15.58,-1.22,0.0,0.0,0.01,0.0,0.21,0.0,0.0,0.0,0.0,-0.83,2.0
388.0,235.0,I,76.0,X,319.0,275.0,H,11.0,Z,90.0,-15.49,0.47,0.0,0.0,0.01,0.0,0.21,0.0,0.0,0.0,0.0,-0.83,2.0
320.0,235.0,I,46.0,Z,419.0,235.0,I,54.0,X,90.0,-8.8,0.0,0.1,0.0,0.23,0.02,-0.82,-0.01,1.75,0.0,0.0,0.0,2.0
321.0,235.0,I,76.0,Z,445.0,235.0,I,54.0,XY,90.0,-18.94,-0.17,-0.02,0.0,0.58,0.09,0.28,0.0,-1.46,0.0,0.0,0.0,1.0
322.0,235.0,I,76.0,Z,335.0,235.0,I,31.0,Y,90.0,-13.61,0.01,-0.06,0.0,0.0,0.0,-0.07,0.0,-2.43,0.0,0.0,0.0,1.0
322.0,235.0,I,76.0,Z,336.0,235.0,I,31.0,Y,90.0,-13.61,0.01,-0.06,0.0,0.0,0.0,-0.08,0.0,2.43,0.0,0.0,0.0,1.0
322.0,235.0,I,76.0,Z,349.0,235.0,I,39.0,X,90.0,-13.61,0.01,-0.06,0.0,0.0,0.0,-0.04,0.0,8.24,0.0,0.0,0.0,4.0
322.0,235.0,I,76.0,Z,365.0,235.0,S,9.0,XY,90.0,-13.61,0.01,-0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,7.0
322.0,235.0,I,76.0,Z,371.0,235.0,S,9.0,XY,90.0,-13.61,0.01,-0.06,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,7.0
322.0,235.0,I,76.0,Z,471.0,235.0,S,8.0,YZ,122.00538320808352,-18.39,0.01,-0.06,0.0,0.18,0.03,0.15,0.0,0.0,0.0,0.0,0.0,8.0
322.0,235.0,I,76.0,Z,473.0,235.0,S,8.0,YZ,50.86302714588342,-18.39,0.01,-0.06,0.0,0.18,0.03,1.0,1.0,1.0,1.0,1.0,1.0,8.0
322.0,235.0,I,76.0,Z,486.0,235.0,S,8.0,YZ,50.86302714588342,-18.39,0.01,-0.06,0.0,0.18,0.03,0.06,0.0,0.0,0.0,0.0,0.0,8.0
322.0,235.0,I,76.0,Z,487.0,235.0,S,8.0,YZ,122.00538320808352,-18.39,0.01,-0.06,0.0,0.18,0.03,1.0,1.0,1.0,1.0,1.0,1.0,8.0
323.0,235.0,I,76.0,Z,336.0,235.0,I,31.0,Y,90.0,-14.19,0.01,-0.18,0.0,0.0,0.0,-0.08,0.0,-2.43,0.0,0.0,0.0,1.0
323.0,235.0,I,76.0,Z,337.0,235.0,I,31.0,Y,90.0,-14.19,0.01,-0.18,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,1.0
323.0,235.0,I,76.0,Z,350.0,235.0,I,39.0,X,90.0,-14.19,0.01,-0.18,0.0,0.0,0.0,-0.13,0.0,8.51,0.0,0.0,0.0,4.0
323.0,235.0,I,76.0,Z,364.0,235.0,S,9.0,XY,90.0,-14.19,0.01,-0.18,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,7.0
323.0,235.0,I,76.0,Z,465.0,235.0,S,9.0,XY,90.0,-14.19,0.01,-0.18,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
323.0,235.0,I,76.0,Z,486.0,235.0,S,8.0,YZ,50.86302714588342,-14.19,0.01,-0.18,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,7.0
324.0,235.0,I,76.0,Z,337.0,235.0,I,31.0,Y,90.0,-15.04,0.01,0.02,0.0,0.0,0.0,0.0,0.0,-2.43,0.0,0.0,0.0,1.0
324.0,235.0,I,76.0,Z,338.0,235.0,I,31.0,Y,90.0,-15.04,0.01,0.02,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,-0.01,1.0
324.0,235.0,I,76.0,Z,351.0,355.0,I,76.0,X,90.0,-15.04,0.01,0.02,0.0,0.0,0.0,0.12,0.01,10.18,0.0,0.0,0.01,1.0
325.0,235.0,I,46.0,Z,338.0,235.0,I,31.0,Y,90.0,-2.93,0.0,-0.07,0.0,0.0,0.0,0.0,0.0,-2.43,0.0,0.0,0.01,2.0
325.0,235.0,I,46.0,Z,346.0,235.0,I,31.0,X,90.0,-2.93,0.0,-0.07,0.0,0.0,0.0,-0.04,0.0,0.24,0.0,0.0,0.01,2.0
326.0,235.0,I,46.0,Z,434.0,235.0,I,54.0,X,90.0,-8.49,-0.01,0.09,0.0,0.23,0.0,-0.66,0.01,-0.92,0.0,0.0,0.0,2.0
327.0,235.0,I,76.0,Z,446.0,235.0,I,54.0,XY,90.0,-19.08,0.19,0.23,0.0,0.01,-0.08,-0.32,0.0,-1.46,0.0,0.0,0.0,1.0
328.0,235.0,I,76.0,Z,340.0,235.0,I,31.0,Y,90.0,-13.61,0.0,0.11,0.0,0.0,0.0,-0.19,0.0,-2.43,0.0,0.0,0.0,1.0
328.0,235.0,I,76.0,Z,341.0,235.0,I,31.0,Y,90.0,-13.61,0.0,0.11,0.0,0.0,0.0,-0.19,0.0,2.43,0.0,0.0,0.0,1.0
328.0,235.0,I,76.0,Z,357.0,235.0,I,39.0,X,90.0,-13.61,0.0,0.11,0.0,0.0,0.0,-0.04,0.0,-8.24,0.0,0.0,0.0,4.0
328.0,235.0,I,76.0,Z,474.0,235.0,S,8.0,YZ,50.86302714588342,-18.39,0.0,0.11,0.0,-0.35,0.0,0.09,0.0,0.0,0.0,0.0,0.0,8.0
328.0,235.0,I,76.0,Z,477.0,235.0,S,8.0,YZ,122.00538320808352,-18.39,0.0,0.11,0.0,-0.35,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
328.0,235.0,I,76.0,Z,492.0,235.0,S,8.0,YZ,122.00538320808352,-18.39,0.0,0.11,0.0,-0.35,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
328.0,235.0,I,76.0,Z,493.0,235.0,S,8.0,YZ,50.86302714588342,-18.39,0.0,0.11,0.0,-0.35,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
329.0,235.0,I,76.0,Z,341.0,235.0,I,31.0,Y,90.0,-14.49,-0.01,0.1,0.0,0.0,0.0,-0.19,0.0,-2.43,0.0,0.0,0.0,1.0
329.0,235.0,I,76.0,Z,342.0,235.0,I,31.0,Y,90.0,-14.49,-0.01,0.1,0.0,0.0,0.0,-0.23,0.0,2.43,0.0,0.0,0.0,1.0
329.0,235.0,I,76.0,Z,458.0,235.0,I,39.0,X,90.0,-14.49,-0.01,0.1,0.0,0.0,0.0,-0.07,0.0,-8.75,0.0,0.0,0.0,4.0
329.0,235.0,I,76.0,Z,459.0,275.0,H,11.0,XY,90.0,-14.49,-0.01,0.1,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,7.0
330.0,235.0,I,76.0,Z,342.0,235.0,I,31.0,Y,90.0,-15.45,-0.01,0.16,0.0,0.0,0.0,-0.23,0.0,-2.43,0.0,0.0,0.0,1.0
330.0,235.0,I,76.0,Z,343.0,235.0,I,31.0,Y,90.0,-15.45,-0.01,0.16,0.0,0.0,0.0,-0.25,0.0,2.43,0.0,0.0,0.0,1.0
330.0,235.0,I,76.0,Z,457.0,355.0,I,76.0,X,90.0,-15.45,-0.01,0.16,0.0,0.0,0.0,-0.09,0.0,-10.38,0.0,0.0,0.0,1.0
331.0,235.0,I,46.0,Z,343.0,235.0,I,31.0,Y,90.0,-6.32,0.0,0.04,0.0,0.0,0.0,-0.25,0.0,-2.43,0.0,0.0,0.0,1.0
331.0,235.0,I,46.0,Z,503.0,235.0,S,6.0,XZ,50.86302714588342,-9.52,0.0,0.04,0.0,-0.14,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,7.0
332.0,235.0,I,46.0,Z,420.0,235.0,I,54.0,X,90.0,-19.81,0.0,0.01,0.0,0.0,-0.01,-0.22,0.01,11.07,0.0,-4.26,0.03,2.0
332.0,235.0,I,46.0,Z,445.0,235.0,I,54.0,XY,90.0,-19.81,0.0,0.01,0.0,0.0,-0.01,0.28,0.0,1.46,0.0,0.0,-0.02,2.0
332.0,235.0,I,46.0,Z,515.0,235.0,S,6.0,XZ,57.07694307214107,-19.81,0.0,0.01,0.0,0.0,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,7.0
332.0,235.0,I,46.0,Z,516.0,235.0,S,6.0,XZ,57.07694307214107,-19.81,0.0,0.01,0.0,0.0,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,7.0
333.0,235.0,I,76.0,Z,346.0,235.0,I,31.0,X,90.0,-12.59,-1.21,0.0,0.0,0.0,3.13,-0.04,0.0,-0.96,0.0,-1.43,0.0,1.0
333.0,235.0,I,76.0,Z,347.0,235.0,I,31.0,X,90.0,-12.59,-1.21,0.0,0.0,0.0,3.13,-1.25,0.0,4.99,0.0,-4.56,0.0,1.0
333.0,235.0,I,76.0,Z,352.0,235.0,I,20.0,Y,90.0,-12.59,-1.21,0.0,0.0,0.0,3.13,0.05,0.0,6.48,0.0,0.0,0.0,4.0
333.0,235.0,I,76.0,Z,502.0,235.0,S,6.0,XZ,50.86302714588342,-15.58,-1.22,0.0,0.0,0.01,-0.83,1.12,0.0,0.0,0.0,0.0,0.0,8.0
333.0,235.0,I,76.0,Z,503.0,235.0,S,6.0,XZ,50.86302714588342,-12.59,-1.21,0.0,0.0,0.0,3.13,1.0,1.0,1.0,1.0,1.0,1.0,7.0
333.0,235.0,I,76.0,Z,512.0,235.0,S,6.0,XZ,116.73668055743096,-15.58,-1.22,0.0,0.0,0.01,-0.83,0.67,0.0,0.0,0.0,0.0,0.0,8.0
334.0,235.0,I,31.0,Y,368.0,235.0,S,9.0,XY,45.00000000000001,-0.11,0.0,2.43,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,7.0
427.0,235.0,I,46.0,Y,334.0,235.0,I,31.0,Z,90.0,-3.67,0.01,-0.09,0.0,0.0,0.0,-0.11,0.0,2.43,0.0,0.0,0.0,1.0
430.0,235.0,I,76.0,Y,334.0,235.0,I,31.0,Z,90.0,-13.55,0.03,-0.22,0.0,0.0,0.0,-0.11,0.0,-2.43,0.0,0.0,0.0,1.0
335.0,235.0,I,31.0,Y,365.0,235.0,S,9.0,XY,45.00000000000001,-0.07,0.0,-2.43,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,7.0
430.0,235.0,I,76.0,Y,335.0,235.0,I,31.0,Z,90.0,-13.55,0.03,-0.22,0.0,0.0,0.0,-0.07,0.0,2.43,0.0,0.0,0.0,1.0
335.0,235.0,I,31.0,Y,473.0,235.0,S,8.0,YZ,39.136972854116586,-0.07,0.0,2.43,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
336.0,235.0,I,31.0,Y,371.0,235.0,S,9.0,XY,45.00000000000001,-0.08,0.0,2.43,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,7.0
336.0,235.0,I,31.0,Y,465.0,235.0,S,9.0,XY,45.00000000000001,-0.08,0.0,-2.43,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
336.0,235.0,I,31.0,Y,486.0,235.0,S,8.0,YZ,39.136972854116586,-0.08,0.0,-2.43,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,7.0
337.0,235.0,I,31.0,Y,364.0,235.0,S,9.0,XY,45.00000000000001,0.0,0.0,2.43,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,7.0
338.0,235.0,I,31.0,Y,361.0,235.0,S,9.0,XY,45.00000000000001,0.0,0.0,-2.43,0.0,0.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,7.0
339.0,235.0,I,31.0,Y,366.0,235.0,S,9.0,XY,45.00000000000001,0.0,0.0,2.43,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
428.0,235.0,I,46.0,Y,339.0,235.0,I,31.0,Z,90.0,-4.24,0.0,-0.09,0.0,0.0,0.0,0.0,0.0,2.43,0.0,0.0,0.0,1.0
431.0,235.0,I,76.0,Y,339.0,235.0,I,31.0,Z,90.0,-13.69,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,-2.43,0.0,0.0,0.0,1.0
340.0,235.0,I,31.0,Y,369.0,235.0,S,9.0,XY,45.00000000000001,-0.19,0.0,-2.43,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
431.0,235.0,I,76.0,Y,340.0,235.0,I,31.0,Z,90.0,-13.69,-0.03,0.0,0.0,0.0,0.0,-0.19,0.0,2.43,0.0,0.0,0.0,1.0
340.0,235.0,I,31.0,Y,474.0,235.0,S,8.0,YZ,39.136972854116586,-0.19,0.0,2.43,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,7.0
341.0,235.0,I,31.0,Y,370.0,235.0,S,9.0,XY,45.00000000000001,-0.19,0.0,2.43,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
342.0,235.0,I,31.0,Y,362.0,235.0,S,9.0,XY,45.00000000000001,-0.23,0.0,2.43,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,7.0
461.0,275.0,H,11.0,Y,342.0,235.0,I,31.0,XY,48.23970029610211,-0.02,0.0,0.0,0.0,0.0,0.0,-0.23,0.0,-2.43,0.0,0.0,0.0,7.0
343.0,235.0,I,31.0,Y,363.0,235.0,S,9.0,XY,45.00000000000001,-0.25,0.0,-2.43,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,7.0
427.0,235.0,I,46.0,X,344.0,235.0,I,39.0,Z,90.0,-3.67,0.01,-0.09,0.0,0.0,0.0,-0.17,0.0,0.99,0.0,0.0,0.0,1.0
453.0,235.0,I,39.0,X,344.0,235.0,I,39.0,Z,90.0,1.22,-0.27,0.0,0.0,0.0,0.0,-0.18,0.0,0.33,0.0,1.16,0.35,1.0
360.0,235.0,I,20.0,X,345.0,235.0,I,39.0,Y,90.0,0.06,0.0,-6.48,0.0,0.0,0.0,-0.36,0.0,-5.67,0.0,0.88,0.0,4.0
447.0,235.0,I,39.0,X,345.0,235.0,I,39.0,Z,90.0,-8.1,-0.14,0.0,0.0,0.0,0.0,-0.36,0.0,-5.83,0.0,-1.56,0.09,1.0
347.0,235.0,I,31.0,X,503.0,235.0,S,6.0,XZ,39.136972854116586,-1.25,0.0,4.99,0.0,-4.56,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
358.0,235.0,I,20.0,X,348.0,235.0,I,39.0,Y,90.0,0.1,0.0,-6.48,0.0,0.0,0.0,-0.16,0.0,6.99,0.0,30.97,0.0,4.0
360.0,235.0,I,20.0,X,348.0,235.0,I,39.0,Y,90.0,0.0,0.0,6.48,0.0,0.0,0.0,-0.16,0.0,6.99,0.0,30.97,0.0,4.0
348.0,235.0,I,39.0,X,365.0,235.0,S,9.0,XY,45.00000000000001,-0.16,0.0,6.99,0.0,30.97,0.0,0.06,0.0,0.0,0.0,0.0,0.0,7.0
348.0,235.0,I,39.0,X,366.0,235.0,S,9.0,XY,135.0,-0.16,0.0,6.99,0.0,30.97,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
348.0,235.0,I,39.0,X,368.0,235.0,S,9.0,XY,45.00000000000001,-0.16,0.0,6.99,0.0,30.97,0.0,0.16,0.0,0.0,0.0,0.0,0.0,7.0
348.0,235.0,I,39.0,X,369.0,235.0,S,9.0,XY,135.0,-0.16,0.0,6.99,0.0,30.97,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
356.0,235.0,I,20.0,X,349.0,235.0,I,39.0,Y,90.0,0.1,0.0,-6.48,0.0,0.0,0.0,-0.11,0.0,6.74,0.0,29.96,0.0,4.0
358.0,235.0,I,20.0,X,349.0,235.0,I,39.0,Y,90.0,0.1,0.0,6.48,0.0,0.0,0.0,-0.11,0.0,6.74,0.0,29.96,0.0,4.0
349.0,235.0,I,39.0,X,464.0,235.0,S,9.0,XY,135.0,-0.11,0.0,6.74,0.0,29.96,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
349.0,235.0,I,39.0,X,465.0,235.0,S,9.0,XY,45.00000000000001,-0.11,0.0,6.74,0.0,29.96,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
354.0,235.0,I,20.0,X,350.0,235.0,I,39.0,Y,90.0,0.15,0.0,-6.48,0.0,0.0,0.0,-0.2,0.0,7.01,0.0,31.05,0.0,4.0
356.0,235.0,I,20.0,X,350.0,235.0,I,39.0,Y,90.0,0.1,0.0,6.48,0.0,0.0,0.0,-0.2,0.0,7.01,0.0,31.05,0.0,4.0
350.0,235.0,I,39.0,X,370.0,235.0,S,9.0,XY,135.0,-0.2,0.0,7.01,0.0,31.05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
